RA,ANO,FASE,PEDRA,INDE,IAA,IEG,IPS,IDA,IPV,IAN,DEFASAGEM,GENERO,IDADE,ANO_INGRESSO,PONTO_VIRADA,IPP
RA-525,2022,1,AMETISTA,8.013,9.0,9.3,7.5,8.6,8.167,5.0,-1,Feminino,11,2021,Não,7.71875
RA-526,2022,1,TOPAZIO,8.079,10.0,9.9,7.5,8.0,8.167,5.0,-2,Masculino,12,2022,Não,8.2916666666
RA-527,2022,1,AMETISTA,8.025,8.5,10.0,7.5,6.5,7.5,10.0,0,Feminino,9,2022,Não,7.71875
RA-528,2022,1,QUARTZO,5.335,0.0,6.2,7.5,4.0,6.944,5.0,-1,Masculino,11,2021,Não,6.94375
RA-529,2022,1,AGATA,6.51,8.5,8.9,5.0,5.2,6.556,5.0,-2,Masculino,12,2020,Não,7.791666666599999
RA-530,2022,1,TOPAZIO,8.338,10.0,9.0,7.5,8.9,9.056,5.0,-1,Masculino,10,2019,Sim,8.15625
RA-531,2022,1,AMETISTA,8.057,9.5,9.8,7.5,7.8,8.167,5.0,-1,Masculino,10,2022,Não,7.875
RA-532,2022,1,AMETISTA,7.792,9.5,9.7,7.5,5.5,7.167,10.0,0,Feminino,9,2022,Não,7.59375
RA-533,2022,1,AGATA,6.962,8.5,8.8,5.6,6.0,7.333,5.0,-1,Masculino,10,2022,Não,7.40625
RA-534,2022,1,AMETISTA,7.131,9.0,7.4,7.5,7.1,7.333,5.0,-2,Feminino,12,2021,Não,7.4520833334
RA-535,2022,1,AGATA,6.953,9.0,9.2,7.5,5.1,6.917,5.0,-1,Feminino,10,2019,Não,7.8854166668
RA-536,2022,1,AMETISTA,7.106,9.5,8.9,5.6,6.0,7.75,5.0,-1,Feminino,10,2020,Não,7.40625
RA-537,2022,1,AGATA,6.641,9.5,9.0,4.4,4.8,7.167,5.0,-1,Masculino,10,2022,Não,7.3604166666
RA-538,2022,1,AGATA,6.309,8.5,7.5,5.6,6.8,5.583,5.0,-2,Masculino,13,2022,Não,7.7104166666
RA-539,2022,1,AMETISTA,7.665,8.5,9.3,6.9,7.5,8.417,5.0,-1,Feminino,11,2022,Sim,7.875
RA-540,2022,1,AMETISTA,7.303,8.5,9.5,5.6,7.0,7.5,5.0,-1,Feminino,10,2019,Não,7.60625
RA-541,2022,1,QUARTZO,5.427,10.0,7.8,6.9,2.5,5.0,2.5,-3,Masculino,14,2022,Não,5.979166666599999
RA-542,2022,1,AMETISTA,7.221,8.0,9.8,6.3,6.5,7.417,5.0,-1,Feminino,11,2019,Não,7.9166666668
RA-543,2022,1,AMETISTA,7.05,8.5,9.8,4.4,6.5,7.167,5.0,-1,Feminino,10,2022,Não,7.645833333400001
RA-544,2022,1,AGATA,6.307,9.5,9.7,5.6,3.3,6.0,5.0,-1,Masculino,10,2022,Não,7.6875
RA-545,2022,1,AGATA,6.723,9.5,6.6,7.5,5.5,7.5,5.0,-2,Masculino,13,2018,Não,7.677083333400001
RA-546,2022,1,AGATA,6.77,9.0,7.9,5.0,5.6,7.917,5.0,-1,Feminino,11,2021,Não,7.0625
RA-547,2022,1,AMETISTA,7.745,9.5,9.7,5.0,7.6,8.833,5.0,-1,Feminino,11,2019,Sim,8.208333333199999
RA-548,2022,1,AMETISTA,7.292,8.0,9.1,6.9,7.2,7.583,5.0,-2,Masculino,12,2019,Não,7.770833333400001
RA-549,2022,1,AGATA,6.301,10.0,7.9,6.9,4.2,6.167,5.0,-1,Masculino,10,2021,Não,6.802083333400001
RA-550,2022,1,AGATA,6.026,9.0,9.0,6.9,1.9,6.25,5.0,-2,Feminino,12,2022,Não,7.229166666599999
RA-551,2022,1,AGATA,6.853,8.5,7.3,6.9,6.6,7.333,5.0,-2,Feminino,12,2018,Não,7.725
RA-552,2022,1,AGATA,6.625,9.5,8.8,5.0,5.5,7.167,5.0,-1,Masculino,11,2022,Não,7.791666666599999
RA-553,2022,1,AGATA,6.39,9.5,6.9,6.9,3.3,8.167,5.0,-1,Feminino,11,2019,Não,7.364583333400001
RA-554,2022,1,QUARTZO,5.588,7.9,6.0,6.9,4.0,5.75,5.0,-2,Masculino,12,2017,Não,6.927083333400001
RA-555,2022,1,QUARTZO,5.949,9.5,8.1,5.0,4.4,5.167,5.0,-2,Masculino,12,2019,Não,6.75
RA-556,2022,1,AMETISTA,7.181,9.0,8.8,5.0,6.4,8.25,5.0,-1,Feminino,11,2018,Não,7.364583333400001
RA-557,2022,1,TOPAZIO,8.334,10.0,8.4,7.5,9.4,9.333,5.0,-1,Masculino,10,2019,Sim,7.958333333400001
RA-558,2022,1,QUARTZO,5.539,9.0,8.5,5.0,4.3,4.5,2.5,-3,Masculino,14,2022,Não,7.31875
RA-559,2022,1,AMETISTA,7.634,9.5,9.2,7.5,7.1,8.083,5.0,-1,Masculino,11,2021,Não,7.9479166668
RA-560,2022,1,QUARTZO,4.949,6.9,7.2,5.0,3.8,3.75,5.0,-1,Masculino,11,2020,Não,6.677083333400001
RA-561,2022,1,AMETISTA,7.856,9.0,9.0,7.5,7.4,8.833,5.0,-1,Masculino,11,2022,Sim,7.541666666599999
RA-562,2022,1,AMETISTA,7.855,8.0,9.0,7.5,8.0,8.75,5.0,-1,Feminino,11,2021,Sim,7.75
RA-563,2022,1,TOPAZIO,8.22,10.0,9.2,7.5,8.5,8.833,5.0,-1,Feminino,11,2020,Sim,8.1875
RA-564,2022,1,QUARTZO,4.972,9.5,3.8,5.0,2.3,6.833,5.0,-2,Masculino,13,2019,Não,6.55625
RA-565,2022,1,QUARTZO,5.233,9.0,4.1,7.5,2.9,5.917,5.0,-2,Masculino,13,2022,Não,7.0604166666
RA-566,2022,1,AMETISTA,7.729,9.5,8.4,7.5,8.5,7.917,5.0,-2,Feminino,12,2022,Não,8.09375
RA-567,2022,1,AGATA,6.281,9.5,6.0,7.5,4.8,6.833,5.0,-1,Masculino,11,2019,Não,7.46875
RA-568,2022,1,AMETISTA,7.306,8.0,8.6,6.9,8.3,7.944,2.5,-3,Masculino,14,2018,Não,7.6083333334
RA-569,2022,1,AMETISTA,7.074,9.5,8.7,5.0,6.8,7.333,5.0,-2,Feminino,12,2020,Não,7.8125
RA-570,2022,1,QUARTZO,5.722,9.0,7.0,7.5,1.3,6.778,5.0,-1,Feminino,10,2019,Não,7.425
RA-571,2022,1,AGATA,6.589,8.5,8.8,7.5,3.7,6.944,5.0,-1,Feminino,11,2019,Não,7.416666666599999
RA-572,2022,1,AMETISTA,7.48,8.5,8.0,7.5,6.8,6.833,10.0,0,Masculino,9,2022,Não,7.46875
RA-573,2022,1,TOPAZIO,8.261,9.5,9.9,7.5,8.2,8.944,5.0,-1,Masculino,11,2020,Sim,8.2083333334
RA-574,2022,1,AGATA,6.86,9.5,7.2,5.0,7.5,6.944,5.0,-1,Masculino,10,2022,Não,6.9083333334
RA-575,2022,1,QUARTZO,5.889,8.0,6.1,7.5,2.8,7.0,5.0,-2,Masculino,12,2019,Não,7.197916666599999
RA-576,2022,1,AMETISTA,7.59,9.5,9.1,7.5,7.8,7.111,5.0,-1,Feminino,10,2022,Não,7.78125
RA-577,2022,1,AMETISTA,7.862,9.5,9.3,7.5,9.0,7.111,5.0,-1,Feminino,10,2022,Não,7.604166666599999
RA-578,2022,1,TOPAZIO,8.814,9.5,10.0,8.8,9.5,9.611,5.0,-1,Masculino,10,2019,Sim,8.2625
RA-579,2022,1,AGATA,6.067,8.5,5.8,7.5,3.8,7.222,5.0,-1,Feminino,10,2022,Não,7.208333333400001
RA-580,2022,1,AMETISTA,7.525,8.0,9.6,7.5,7.6,7.167,5.0,-1,Feminino,10,2020,Não,8.0625
RA-581,2022,1,AGATA,6.464,7.5,8.9,7.5,5.0,5.889,5.0,-1,Masculino,10,2019,Não,7.260416666599999
RA-582,2022,1,AMETISTA,7.064,10.0,9.0,7.5,4.9,7.222,5.0,-1,Feminino,10,2022,Não,7.25
RA-583,2022,1,AMETISTA,7.456,8.5,9.4,7.5,7.1,7.333,5.0,-2,Feminino,12,2019,Não,7.7
RA-584,2022,1,AGATA,6.714,8.0,8.5,7.5,4.6,7.333,5.0,-1,Feminino,10,2019,Não,7.208333333400001
RA-585,2022,1,AMETISTA,7.398,8.5,9.1,7.5,5.0,6.889,10.0,0,Feminino,9,2020,Não,7.8229166668
RA-586,2022,1,AMETISTA,7.988,10.0,9.6,5.6,8.2,8.778,5.0,-1,Feminino,10,2021,Sim,8.0572916666
RA-587,2022,1,AGATA,6.632,9.5,9.3,7.5,3.8,6.167,5.0,-1,Masculino,10,2022,Não,7.6416666666
RA-588,2022,1,TOPAZIO,8.622,9.5,10.0,5.6,9.3,8.278,10.0,0,Feminino,9,2021,Não,8.25
RA-589,2022,1,AMETISTA,7.744,9.5,9.4,7.5,5.8,7.056,10.0,0,Feminino,9,2022,Não,7.8125
RA-590,2022,1,AMETISTA,7.435,8.5,8.6,7.5,7.4,7.611,5.0,-1,Feminino,10,2020,Não,7.2333333334
RA-591,2022,1,AMETISTA,7.507,9.5,9.3,7.5,7.1,7.389,5.0,-1,Masculino,11,2021,Não,7.8229166668
RA-592,2022,1,AMETISTA,7.381,8.0,8.5,5.6,8.4,7.778,5.0,-1,Feminino,10,2020,Não,7.875
RA-593,2022,1,AGATA,6.254,7.5,7.4,7.5,4.6,6.278,5.0,-1,Feminino,10,2021,Não,6.729166666599999
RA-594,2022,1,AMETISTA,7.392,8.0,9.4,7.5,7.8,6.889,5.0,-1,Masculino,10,2022,Não,7.3375
RA-595,2022,1,QUARTZO,5.18,8.5,5.5,7.5,1.0,6.0,5.0,-2,Masculino,12,2018,Não,7.1875
RA-596,2022,1,TOPAZIO,8.971,9.5,10.0,7.5,9.3,9.0,10.0,0,Feminino,9,2021,Sim,7.875
RA-597,2022,1,TOPAZIO,8.265,9.0,10.0,7.5,8.0,7.056,10.0,0,Masculino,9,2022,Não,8.4479166666
RA-598,2022,1,AGATA,6.35,9.5,7.2,7.5,3.7,6.944,5.0,-1,Feminino,11,2022,Não,7.75
RA-599,2022,1,TOPAZIO,8.2,9.5,9.2,7.5,9.1,8.556,5.0,-1,Masculino,10,2022,Sim,7.5
RA-600,2022,1,AGATA,7.011,8.5,8.4,7.5,3.9,6.833,10.0,0,Feminino,9,2021,Não,7.708333333400001
RA-601,2022,1,AMETISTA,7.713,9.0,9.7,7.5,5.7,7.167,10.0,1,Masculino,8,2021,Não,7.0
RA-602,2022,1,AMETISTA,8.041,10.0,9.7,7.5,8.6,7.667,5.0,-1,Masculino,11,2019,Não,8.75
RA-603,2022,1,AMETISTA,7.78,9.0,9.5,7.5,7.5,8.0,5.0,-1,Feminino,11,2022,Não,7.802083333400001
RA-604,2022,1,AMETISTA,8.018,9.0,9.0,7.5,8.8,8.333,5.0,-1,Feminino,10,2021,Não,7.572916666599999
RA-605,2022,1,AMETISTA,7.276,6.9,9.3,6.9,7.1,7.556,5.0,-2,Feminino,12,2021,Não,7.625
RA-606,2022,1,AGATA,6.127,9.5,9.0,7.5,1.8,6.111,5.0,-1,Masculino,10,2022,Não,7.525
RA-607,2022,1,AGATA,6.44,6.8,8.1,7.5,4.0,7.444,5.0,-1,Masculino,10,2022,Não,7.062500000200001
RA-608,2022,1,AMETISTA,7.216,7.8,9.6,7.5,6.3,7.222,5.0,-1,Masculino,10,2022,Não,6.7166666666
RA-609,2022,1,AGATA,6.794,8.5,7.6,7.5,6.0,7.056,5.0,-1,Masculino,11,2019,Não,7.15625
RA-610,2022,1,TOPAZIO,8.18,9.0,9.6,7.5,6.5,8.5,10.0,0,Feminino,9,2022,Sim,8.20625
RA-611,2022,1,AMETISTA,7.756,9.5,7.6,7.5,9.5,7.556,5.0,-2,Masculino,12,2021,Não,8.1666666666
RA-612,2022,1,AMETISTA,7.594,9.0,9.2,7.5,7.9,7.167,5.0,-1,Feminino,10,2021,Não,7.5
RA-613,2022,1,TOPAZIO,8.121,9.0,9.2,7.5,9.2,8.556,5.0,-2,Masculino,13,2020,Sim,7.916666666599999
RA-614,2022,1,TOPAZIO,8.339,9.5,9.7,7.5,9.6,8.278,5.0,-2,Masculino,12,2021,Não,8.1041666666
RA-615,2022,1,TOPAZIO,8.086,9.5,9.7,7.5,7.3,6.889,10.0,0,Feminino,9,2020,Não,7.9375
RA-616,2022,1,AMETISTA,7.303,7.4,7.4,7.5,8.8,7.278,5.0,-2,Masculino,12,2019,Não,8.1666666666
RA-617,2022,1,AMETISTA,7.107,8.5,8.9,7.5,6.3,6.778,5.0,-1,Feminino,11,2021,Não,7.6166666666
RA-618,2022,1,AMETISTA,7.18,8.9,8.3,7.5,6.7,7.333,5.0,-2,Masculino,13,2020,Não,8.4583333334
RA-619,2022,1,AMETISTA,7.693,9.5,8.0,7.5,9.0,7.333,5.0,-1,Feminino,11,2021,Não,7.8125
RA-620,2022,1,AGATA,6.018,0.0,7.5,7.5,6.8,6.833,5.0,-2,Masculino,12,2021,Não,7.3375
RA-621,2022,1,AMETISTA,7.448,9.5,7.7,7.5,7.5,8.222,5.0,-1,Masculino,10,2020,Não,7.145833333400001
RA-622,2022,1,QUARTZO,4.934,3.5,3.8,7.5,3.8,6.0,5.0,-2,Feminino,12,2019,Não,6.46875
RA-623,2022,1,AMETISTA,7.524,7.5,9.0,7.5,8.3,7.389,5.0,-2,Masculino,13,2022,Não,8.375
RA-624,2022,1,AMETISTA,7.425,9.0,8.9,7.5,6.8,7.722,5.0,-1,Masculino,10,2022,Não,7.375
RA-625,2022,1,AMETISTA,7.483,8.0,9.2,7.5,7.8,7.333,5.0,-1,Masculino,11,2022,Não,7.78125
RA-626,2022,1,QUARTZO,5.818,7.4,7.6,7.5,1.3,7.278,5.0,-1,Masculino,11,2021,Não,6.675
RA-627,2022,1,AGATA,6.621,7.0,6.7,7.5,6.5,7.0,5.0,-1,Feminino,10,2022,Não,7.541666666599999
RA-628,2022,1,AMETISTA,7.577,9.5,7.6,7.5,9.2,7.333,5.0,-1,Masculino,11,2022,Não,8.2916666666
RA-629,2022,1,TOPAZIO,8.11,9.0,10.0,7.5,7.0,7.278,10.0,0,Masculino,9,2022,Não,8.2104166666
RA-630,2022,1,TOPAZIO,8.064,9.5,9.2,7.5,7.3,7.278,10.0,0,Masculino,9,2022,Não,8.0520833334
RA-631,2022,1,AGATA,6.928,8.5,6.8,7.5,7.0,7.222,5.0,-2,Masculino,12,2022,Não,7.5625
RA-632,2022,1,AGATA,6.996,8.5,9.3,6.9,6.3,6.722,5.0,-1,Feminino,10,2022,Não,7.75
RA-633,2022,1,AMETISTA,7.476,7.3,8.9,7.5,7.7,7.833,5.0,-1,Feminino,11,2020,Não,8.3229166666
RA-634,2022,1,AMETISTA,7.619,9.5,9.4,7.5,6.5,8.222,5.0,-1,Feminino,11,2022,Não,8.6041666666
RA-635,2022,1,QUARTZO,5.313,10.0,4.9,6.9,1.5,6.444,5.0,-1,Masculino,10,2022,Não,6.55625
RA-636,2022,1,AMETISTA,7.189,8.5,8.0,6.9,7.3,7.389,5.0,-1,Masculino,10,2022,Não,8.1625
RA-637,2022,1,AMETISTA,7.039,8.5,9.0,7.5,5.8,7.0,5.0,-1,Feminino,10,2021,Não,7.260416666599999
RA-638,2022,1,AMETISTA,7.059,8.5,9.3,7.5,3.9,6.278,10.0,0,Feminino,9,2020,Não,7.6416666666
RA-639,2022,1,AGATA,6.613,8.5,7.4,7.5,5.5,6.611,5.0,-1,Feminino,10,2021,Não,7.25
RA-640,2022,1,AGATA,6.73,9.0,8.4,7.5,4.8,6.778,5.0,-1,Feminino,11,2022,Não,7.145833333400001
RA-641,2022,1,AMETISTA,7.776,9.0,9.3,7.5,6.5,6.778,10.0,0,Feminino,9,2022,Não,8.33125
RA-642,2022,1,AMETISTA,7.75,10.0,9.7,6.9,7.3,7.778,5.0,-1,Feminino,10,2021,Não,7.775
RA-643,2022,1,AGATA,6.763,9.0,8.0,7.5,6.2,6.722,5.0,-1,Masculino,10,2022,Não,7.416666666599999
RA-644,2022,1,AMETISTA,7.83,9.5,8.0,7.5,8.8,8.278,5.0,-1,Feminino,11,2021,Não,8.125
RA-645,2022,1,AGATA,6.086,8.5,8.1,7.5,2.0,6.833,5.0,-1,Feminino,10,2022,Não,6.8833333334
RA-646,2022,1,TOPAZIO,8.181,8.5,9.8,8.1,8.4,8.389,5.0,-2,Masculino,13,2019,Sim,8.25
RA-647,2022,1,AGATA,6.606,9.5,8.6,7.5,3.3,7.278,5.0,-1,Masculino,10,2022,Não,6.604166666599999
RA-648,2022,1,AGATA,6.736,9.0,7.5,6.9,5.3,7.5,5.0,-2,Masculino,12,2019,Não,7.3645833332
RA-649,2022,1,AMETISTA,7.302,8.5,8.9,5.6,7.4,7.611,5.0,-2,Feminino,12,2019,Não,8.1791666666
RA-650,2022,1,AGATA,7.004,6.9,8.7,5.6,6.9,7.5,5.0,-1,Feminino,11,2021,Não,7.291666666599999
RA-651,2022,1,AMETISTA,7.866,8.5,9.3,7.5,7.8,8.333,5.0,-1,Feminino,10,2022,Não,7.34375
RA-652,2022,1,TOPAZIO,8.151,8.0,9.6,7.5,7.8,7.5,10.0,0,Feminino,9,2022,Não,7.4375
RA-653,2022,1,TOPAZIO,8.101,9.5,9.6,7.5,9.3,7.5,5.0,-1,Feminino,11,2022,Não,8.3333333334
RA-654,2022,1,AMETISTA,7.308,8.5,8.6,7.5,6.8,7.556,5.0,-2,Feminino,12,2022,Não,7.697916666599999
RA-655,2022,1,AMETISTA,7.785,7.5,9.2,7.5,8.3,8.389,5.0,-2,Feminino,12,2019,Sim,7.833333333400001
RA-656,2022,1,AGATA,6.652,7.4,7.5,5.6,6.3,7.5,5.0,-1,Feminino,11,2020,Não,7.354166666599999
RA-657,2022,1,TOPAZIO,8.093,9.5,9.8,7.5,9.0,7.5,5.0,-2,Feminino,12,2021,Não,8.1666666666
RA-658,2022,1,AMETISTA,7.407,10.0,9.3,7.5,5.6,7.917,5.0,-1,Feminino,10,2022,Não,7.96875
RA-659,2022,1,AMETISTA,7.783,8.0,7.8,7.5,9.3,8.333,5.0,-1,Feminino,10,2022,Não,8.3541666666
RA-660,2022,1,TOPAZIO,8.363,9.5,9.0,7.5,6.9,9.083,10.0,0,Feminino,9,2021,Sim,7.885416666599999
RA-661,2022,1,AMETISTA,7.593,9.0,8.3,7.5,7.8,7.917,5.0,-1,Masculino,11,2022,Não,7.833333333400001
RA-662,2022,1,AMETISTA,7.044,9.0,8.8,7.5,6.8,6.083,5.0,-1,Feminino,11,2022,Não,7.916666666599999
RA-663,2022,1,AGATA,6.376,6.9,8.7,7.5,5.8,5.25,5.0,-1,Masculino,10,2022,Não,8.016666666599999
RA-664,2022,1,AMETISTA,7.277,9.5,8.8,7.5,6.3,7.167,5.0,-1,Feminino,10,2022,Não,6.9270833332
RA-665,2022,1,AGATA,6.996,9.0,7.4,7.5,6.8,7.25,5.0,-1,Feminino,11,2022,Não,7.4833333334
RA-666,2022,1,AMETISTA,7.929,9.5,9.1,7.5,7.8,8.833,5.0,-1,Masculino,10,2022,Sim,7.78125
RA-667,2022,1,QUARTZO,5.844,8.5,5.6,7.5,4.5,5.833,5.0,-1,Masculino,11,2021,Não,7.177083333400001
RA-668,2022,1,QUARTZO,4.365,6.9,3.3,7.5,2.8,3.75,5.0,-1,Masculino,11,2022,Não,6.979166666599999
RA-669,2022,1,AMETISTA,7.475,9.0,9.7,7.5,6.0,7.833,5.0,-1,Masculino,11,2022,Não,7.166666666599999
RA-670,2022,1,AMETISTA,7.451,8.0,8.8,7.5,6.9,8.167,5.0,-1,Feminino,10,2022,Não,8.15625
RA-671,2022,0,AMETISTA,7.617,8.5,8.2,8.1,8.8,7.417,5.0,-1,Masculino,9,2021,Não,8.15625
RA-672,2022,0,AMETISTA,7.48,8.5,8.5,8.1,8.8,6.75,5.0,-1,Feminino,9,2021,Não,7.6666666668
RA-673,2022,0,TOPAZIO,8.65,8.5,9.2,8.1,9.2,8.583,10.0,0,Feminino,8,2022,Sim,7.575
RA-674,2022,0,AMETISTA,7.862,9.5,8.7,8.1,8.0,6.333,10.0,0,Masculino,8,2022,Não,8.23125
RA-675,2022,0,AMETISTA,7.576,10.0,6.6,8.1,7.4,7.083,10.0,0,Masculino,8,2022,Não,7.083333333400001
RA-676,2022,0,AMETISTA,7.911,8.5,8.6,8.1,9.3,8.167,5.0,-1,Masculino,9,2021,Não,7.6875
RA-677,2022,0,TOPAZIO,8.358,10.0,9.4,7.5,7.3,8.583,10.0,0,Feminino,8,2021,Sim,7.75
RA-678,2022,0,AMETISTA,8.0,9.0,10.0,6.9,7.3,9.5,5.0,-1,Masculino,9,2022,Sim,7.775
RA-679,2022,0,AMETISTA,7.172,9.0,8.2,7.5,6.3,7.833,5.0,-2,Masculino,10,2020,Não,7.989583333400001
RA-680,2022,0,AMETISTA,7.518,9.5,8.8,7.5,7.4,7.75,5.0,-2,Feminino,10,2019,Não,7.9666666666
RA-681,2022,0,AMETISTA,7.204,8.5,8.5,6.9,6.5,8.0,5.0,-2,Masculino,10,2022,Não,7.479166666599999
RA-682,2022,0,AMETISTA,7.625,9.5,9.1,7.5,7.0,8.083,5.0,-2,Masculino,11,2022,Não,7.5625
RA-683,2022,0,AGATA,6.011,7.9,5.0,7.5,4.0,8.083,5.0,-2,Masculino,10,2022,Não,7.3583333334
RA-684,2022,0,TOPAZIO,8.26,9.5,7.5,8.1,9.3,7.917,10.0,0,Masculino,7,2022,Não,8.0729166666
RA-685,2022,0,AGATA,6.864,9.0,6.2,5.0,8.0,7.833,5.0,-1,Masculino,9,2022,Não,7.4333333334
RA-686,2022,0,AMETISTA,7.729,7.5,8.6,8.1,8.8,8.083,5.0,-1,Feminino,9,2022,Não,7.708333333400001
RA-687,2022,0,AMETISTA,7.703,8.5,9.0,8.1,8.3,8.0,5.0,-1,Masculino,9,2022,Não,8.28125
RA-688,2022,0,AMETISTA,7.771,8.5,9.7,7.5,7.9,7.917,5.0,-1,Masculino,9,2022,Não,8.0625
RA-689,2022,0,AGATA,6.433,7.4,7.9,5.6,5.8,6.667,5.0,-1,Feminino,9,2022,Não,7.3375
RA-690,2022,0,AMETISTA,7.541,9.5,9.5,7.5,7.0,7.417,5.0,-1,Feminino,9,2022,Não,7.29375
RA-691,2022,0,TOPAZIO,8.68,10.0,9.2,8.1,9.4,7.917,10.0,0,Feminino,8,2022,Não,7.7625
RA-692,2022,0,AMETISTA,7.569,9.5,8.9,8.1,6.9,7.917,5.0,-1,Feminino,9,2021,Não,7.7104166666
RA-693,2022,0,AMETISTA,7.944,9.5,9.8,8.1,5.7,7.667,10.0,0,Feminino,7,2022,Não,7.09375
RA-694,2022,0,TOPAZIO,8.378,10.0,9.0,8.1,8.1,7.917,10.0,0,Masculino,8,2022,Não,8.35625
RA-695,2022,0,QUARTZO,4.28,9.0,3.1,7.5,2.5,2.5,10.0,0,Feminino,8,2021,Não,6.5666666666
RA-696,2022,0,AMETISTA,7.441,8.5,9.0,7.5,6.6,8.167,5.0,-1,Feminino,9,2021,Não,7.40625
RA-697,2022,0,AMETISTA,7.675,7.0,9.3,7.5,8.4,8.083,5.0,-2,Masculino,11,2021,Não,7.541666666599999
RA-698,2022,0,AMETISTA,7.44,9.0,9.8,2.5,8.1,8.083,5.0,-1,Masculino,9,2021,Não,8.2604166666
RA-699,2022,0,AGATA,6.658,5.2,9.2,7.5,7.1,6.0,5.0,-1,Masculino,9,2022,Não,7.9479166668
RA-700,2022,0,AMETISTA,7.738,9.0,8.7,7.5,9.2,7.083,5.0,-1,Feminino,9,2022,Não,7.78125
RA-701,2022,0,AMETISTA,7.755,9.0,9.3,7.5,8.7,7.417,5.0,-2,Masculino,10,2021,Não,7.625
RA-702,2022,0,AMETISTA,7.387,10.0,8.6,5.0,6.8,7.0,10.0,0,Feminino,8,2022,Não,7.8125
RA-703,2022,0,AGATA,6.099,7.5,7.4,5.0,5.1,6.833,5.0,-2,Masculino,10,2021,Não,7.729166666599999
RA-704,2022,0,AGATA,6.741,9.0,8.6,5.0,7.2,6.583,5.0,-2,Masculino,10,2022,Não,7.885416666599999
RA-705,2022,0,AGATA,6.634,9.5,6.2,7.5,7.1,6.333,5.0,-2,Masculino,10,2022,Não,7.64375
RA-706,2022,0,AMETISTA,7.659,9.5,6.7,7.5,9.1,8.417,5.0,-2,Feminino,10,2021,Sim,8.333333333199999
RA-707,2022,0,AMETISTA,7.679,10.0,8.1,6.9,8.5,8.083,5.0,-2,Feminino,10,2020,Não,7.775
RA-708,2022,0,AMETISTA,7.282,8.0,8.4,7.5,7.3,7.583,5.0,-1,Masculino,9,2022,Não,8.0104166666
RA-709,2022,0,QUARTZO,5.313,9.5,3.5,7.5,2.3,7.083,5.0,-2,Feminino,10,2022,Não,6.5666666666
RA-710,2022,0,AMETISTA,7.285,9.5,8.9,5.0,6.9,8.0,5.0,-2,Masculino,10,2020,Não,8.125
RA-711,2022,0,AGATA,6.04,9.0,7.9,6.3,3.5,6.0,5.0,-1,Masculino,9,2022,Não,7.65625
RA-712,2022,0,AGATA,6.026,8.0,5.1,5.0,8.0,5.833,5.0,-2,Masculino,11,2019,Não,7.125
RA-713,2022,0,AMETISTA,7.42,10.0,8.7,7.5,7.8,7.25,5.0,-1,Masculino,9,2021,Não,7.9375
RA-714,2022,0,AGATA,6.953,9.0,6.9,5.6,8.0,7.25,5.0,-2,Masculino,11,2019,Não,7.5583333334
RA-715,2022,0,AGATA,6.656,8.5,8.7,4.4,4.9,7.917,5.0,-1,Feminino,9,2022,Não,7.4854166666
RA-716,2022,0,AGATA,6.525,8.9,8.1,7.5,6.7,5.417,5.0,-1,Masculino,9,2022,Não,6.8125
RA-717,2022,0,AGATA,6.832,9.0,7.3,7.5,5.4,7.917,5.0,-2,Feminino,10,2021,Não,7.697916666599999
RA-718,2022,0,TOPAZIO,8.093,8.0,8.9,6.3,9.2,7.417,10.0,0,Feminino,8,2022,Não,8.420833333400001
RA-719,2022,0,QUARTZO,5.552,9.0,4.6,7.5,4.2,6.083,5.0,-2,Feminino,10,2021,Não,6.410416666800001
RA-720,2022,0,AGATA,6.731,8.0,5.9,7.5,7.6,7.083,5.0,-1,Feminino,9,2021,Não,7.25
RA-721,2022,0,AMETISTA,7.973,9.5,8.1,7.5,7.6,7.917,10.0,0,Feminino,8,2021,Não,7.2083333332
RA-722,2022,0,AMETISTA,7.41,10.0,8.1,4.4,8.1,8.333,5.0,-1,Feminino,9,2021,Não,7.85
RA-723,2022,0,AMETISTA,7.426,10.0,6.6,8.1,5.5,8.167,10.0,0,Feminino,8,2022,Não,7.71875
RA-724,2022,0,AGATA,6.931,9.5,5.9,5.6,5.6,8.0,10.0,0,Feminino,8,2022,Não,6.166666666599999
RA-725,2022,0,AGATA,6.33,8.0,5.9,8.1,5.0,5.5,10.0,0,Masculino,8,2022,Não,7.635416666599999
RA-726,2022,0,AGATA,6.985,10.0,7.5,7.5,4.4,6.583,10.0,0,Feminino,7,2022,Não,6.8583333334
RA-727,2022,0,AMETISTA,7.736,9.0,7.7,8.1,8.4,6.75,10.0,0,Masculino,8,2022,Não,7.9875
RA-728,2022,0,TOPAZIO,8.244,9.5,7.3,8.1,9.1,8.167,10.0,0,Feminino,8,2022,Não,8.4479166666
RA-729,2022,0,TOPAZIO,8.155,10.0,8.7,8.1,8.1,7.25,10.0,0,Feminino,8,2022,Não,8.35625
RA-730,2022,0,AMETISTA,7.902,10.0,8.2,8.8,8.3,8.25,5.0,-2,Feminino,10,2021,Não,8.09375
RA-731,2022,0,AMETISTA,7.151,9.0,8.5,6.9,7.3,7.083,5.0,-2,Feminino,10,2019,Não,7.53125
RA-732,2022,0,AMETISTA,7.347,9.0,7.9,8.8,7.2,7.5,5.0,-1,Masculino,9,2022,Não,8.4020833334
