RA,ANO,FASE,PEDRA,INDE,IAA,IEG,IPS,IDA,IPV,IAN,DEFASAGEM,GENERO,IDADE,ANO_INGRESSO,PONTO_VIRADA,IPP
RA-1547,2024,3,AGATA,6.748480626800001,7.917,6.467236467333334,8.13,6.666666666666667,6.335,5.0,-1,Feminino,14,2024,,7.5
RA-1548,2024,3,AGATA,6.482499715066667,8.334,5.2421652420000004,7.51,4.833333333333333,5.665,10.0,0,Feminino,13,2024,,7.5
RA-304,2024,3,AGATA,6.852411484600001,10.002,7.826890756333333,7.51,7.166666666666667,5.825,2.5,-3,Masculino,16,2021,,6.875
RA-1549,2024,3,AGATA,6.514862200466668,9.585,7.441394335666668,7.51,4.166666666666667,6.325,5.0,-2,Masculino,15,2024,,7.1875
RA-632,2024,3,AMETISTA,7.515491249000001,7.917,8.999164578333334,6.875,4.166666666666667,7.875,10.0,0,Feminino,12,2022,,8.28125
RA-633,2024,3,QUARTZO,5.228470175466667,4.584,4.707017544,2.51,3.3333333333333335,6.1175,10.0,0,Feminino,13,2021,,6.875
RA-1137,2024,3,AMETISTA,7.1837526524666675,8.334,7.588638262333333,8.13,3.5,7.4575,10.0,1,Feminino,11,2023,,8.28125
RA-646,2024,3,AMETISTA,7.715491666666668,10.002,9.266666666666667,7.51,6.166666666666667,7.7475,5.0,-1,Masculino,14,2021,,8.28125
RA-1550,2024,3,AGATA,6.064236111066667,9.585,5.222222222,7.51,4.333333333333333,6.2025,5.0,-1,Masculino,15,2024,,7.03125
RA-1139,2024,3,AGATA,6.906276357600001,8.334,6.152715121333333,7.51,4.666666666666667,7.04,10.0,1,Masculino,12,2023,,7.5
RA-444,2024,3,QUARTZO,5.410188638266668,8.334,6.377276524666667,2.51,3.6666666666666665,5.96,5.0,-1,Masculino,14,2021,,6.25
RA-445,2024,3,AMETISTA,7.3416246032,7.917,8.715873016,7.51,4.0,7.3725,10.0,0,Masculino,14,2022,,7.8125
RA-639,2024,3,QUARTZO,5.7693807644,7.917,5.278195488666667,2.51,3.8333333333333335,6.1625,10.0,0,Feminino,12,2021,,6.71875
RA-1142,2024,3,TOPAZIO,8.390566666666668,8.334,9.133333333333333,7.51,8.5,7.335,10.0,0,Feminino,12,2023,,8.125
RA-1551,2024,3,QUARTZO,5.9717087542,9.585,4.7710437709999995,7.51,3.5,6.79,5.0,-2,Masculino,15,2024,,7.5
RA-458,2024,3,QUARTZO,5.680161507933333,8.751,3.7396825396666666,6.88,4.0,6.83,5.0,-1,Masculino,15,2021,,7.03125
RA-1552,2024,3,AMETISTA,7.443301282066667,9.585,9.743589743666666,7.51,3.1666666666666665,7.165,10.0,0,Masculino,13,2024,,7.1875
RA-1170,2024,3,AGATA,6.095440873,9.168,5.565079365,8.13,3.5,6.7475,5.0,-2,Masculino,15,2023,,7.03125
RA-642,2024,3,AMETISTA,7.082591269866667,9.585,9.149206349333333,3.76,4.0,6.9975,10.0,0,Feminino,12,2021,,7.1875
RA-1553,2024,3,AMETISTA,7.641184313700001,8.334,9.003921568666668,7.51,4.333333333333333,7.78,10.0,0,Masculino,13,2024,,8.333333333
RA-1554,2024,3,AGATA,6.941692592633334,6.666,9.629629629666667,8.76,4.0,7.22,5.0,-2,Masculino,15,2024,,7.291666667
RA-649,2024,3,AGATA,6.985329691766667,8.751,6.004481792666667,8.76,3.6666666666666665,7.333333333,10.0,0,Feminino,14,2021,,8.333333333
RA-1136,2024,3,QUARTZO,5.458179831866667,8.751,4.547899159666667,8.135,1.6666666666666667,6.383333333,5.0,-1,Feminino,14,2023,,7.5
RA-653,2024,3,TOPAZIO,8.103217647033333,8.751,9.537254901999999,8.76,5.166666666666667,7.89,10.0,0,Feminino,13,2022,,8.333333333
RA-456,2024,3,TOPAZIO,8.331124561366668,7.083,9.382456140333334,7.51,6.5,8.893333333,10.0,0,Feminino,13,2022,,9.166666667
RA-655,2024,3,TOPAZIO,8.238600000066668,7.501,10.0,8.76,6.833333333333333,7.166666667,10.0,0,Feminino,14,2021,,8.125
RA-656,2024,3,AGATA,6.668152941266667,9.168,5.978431372666667,7.51,4.166666666666667,6.106666667,10.0,0,Feminino,13,2021,,7.5
RA-657,2024,3,TOPAZIO,8.207433333400001,8.751,9.6,6.885,7.5,7.056666667,10.0,0,Feminino,13,2021,,8.125
RA-1555,2024,3,AMETISTA,7.4827333334,8.334,10.0,6.255,3.0,8.056666667,10.0,0,Masculino,13,2024,,8.125
RA-461,2024,3,AMETISTA,7.5447559291,8.751,9.182446312,7.51,4.5,7.056666667,10.0,0,Feminino,13,2021,,7.708333333
RA-398,2024,3,AMETISTA,7.2457999999666685,7.083,5.733333333333333,7.51,8.0,6.553333333,10.0,0,Feminino,12,2022,,7.291666667
RA-586,2024,3,TOPAZIO,8.702387301666668,9.168,9.241269841333333,7.51,8.5,8.056666667,10.0,1,Feminino,11,2021,,8.75
RA-623,2024,3,AGATA,6.357733333300001,8.334,7.3999999999999995,6.885,4.0,7.05,5.0,-1,Masculino,15,2022,,6.458333333
RA-588,2024,3,TOPAZIO,8.676133333333334,9.168,9.833333333333334,7.51,7.833333333333333,8.0,10.0,1,Feminino,11,2021,,8.75
RA-626,2024,3,AGATA,6.407590225500001,9.585,3.380451127666667,6.885,5.333333333333333,6.443333333,10.0,0,Masculino,13,2021,,7.291666667
RA-1556,2024,3,AGATA,6.666811111166668,7.917,5.222222222333333,7.51,4.0,7.44,10.0,0,Masculino,14,2024,,7.916666667
RA-455,2024,3,AMETISTA,7.098988888900001,8.751,6.111111111,8.13,4.5,7.276666667,10.0,0,Feminino,14,2022,,8.333333333
RA-614,2024,3,AMETISTA,7.8284999999666685,9.585,9.700000000000001,7.51,6.833333333333333,7.603333333,5.0,-1,Masculino,14,2021,,7.916666667
RA-434,2024,3,AGATA,6.610947619100001,7.084,5.061904762,7.51,5.5,6.55,10.0,0,Masculino,13,2022,,7.291666667
RA-603,2024,3,AGATA,6.942277777866667,9.585,7.155555555666666,6.885,4.666666666666667,6.216666667,10.0,0,Masculino,12,2022,,6.875
RA-1133,2024,3,TOPAZIO,8.238553968266668,9.168,9.841269841333334,8.75,4.5,8.83,10.0,1,Feminino,11,2023,,8.125
RA-616,2024,3,QUARTZO,5.457877193033333,7.5,3.087719298333333,6.885,3.8333333333333335,4.946666667,10.0,0,Masculino,14,2021,,6.458333333
RA-1134,2024,3,AMETISTA,7.7564571427,8.751,8.914285714,7.51,6.0,6.883333333,10.0,0,Masculino,12,2023,,7.708333333
RA-1557,2024,3,TOPAZIO,8.228500000033334,9.585,8.916666666666666,7.51,7.0,7.72,10.0,0,Feminino,14,2024,,7.916666667
RA-670,2024,3,TOPAZIO,8.8602539683,9.585,9.441269841333334,7.51,8.666666666666666,8.166666667,10.0,1,Feminino,12,2022,,8.958333333
RA-620,2024,3,QUARTZO,5.766892063566667,8.334,3.9841269843333333,7.51,2.5,5.886666667,10.0,0,Masculino,14,2021,,7.083333333
RA-1149,2024,4,TOPAZIO,8.1371,8.334,10.0,10.0,6.0,8.706,5.0,-1,Feminino,15,2023,,8.625
RA-1558,2024,4,AMETISTA,7.643772047733333,9.168,8.705360238666666,8.755,5.5,8.302,5.0,-1,Masculino,16,2024,,8.5
RA-326,2024,4,TOPAZIO,8.832389092333335,9.168,8.973112128333334,6.26,9.333333333333334,8.704,10.0,1,Feminino,14,2022,,8.875
RA-339,2024,4,AMETISTA,7.711540746133334,7.5,7.155537064000001,5.635,8.166666666666666,7.668,10.0,1,Feminino,13,2021,,8.0
RA-179,2024,4,TOPAZIO,8.932712280733334,9.168,9.407894737,9.38,8.166666666666666,8.44,10.0,1,Masculino,13,2022,,8.75
RA-1559,2024,4,AGATA,6.330428437666668,7.917,5.2929755216666665,6.885,4.666666666666667,7.604,5.0,-1,Feminino,15,2024,,8.375
RA-332,2024,4,TOPAZIO,8.421271701,9.585,7.605358505000001,9.38,7.0,8.706,10.0,1,Masculino,15,2021,,8.625
RA-1560,2024,4,TOPAZIO,8.4721031746,9.168,9.206349206333334,5.635,8.166666666666666,8.336,10.0,1,Feminino,14,2024,,8.5
RA-1153,2024,4,TOPAZIO,8.268876190466667,8.751,9.702380952333334,5.635,8.5,9.074,5.0,-1,Feminino,15,2021,,8.75
RA-183,2024,4,TOPAZIO,8.266902371533334,7.917,9.249011857666666,6.26,7.5,8.372,10.0,0,Feminino,15,2022,,8.25
RA-199,2024,4,AMETISTA,7.419398245666667,8.334,7.554824561666667,6.88,7.166666666666667,8.206,5.0,-1,Masculino,15,2022,,8.125
RA-1561,2024,4,AMETISTA,7.9402206349333335,9.585,9.174603174666666,5.0,9.0,7.734,5.0,-1,Masculino,16,2024,,8.0
RA-336,2024,4,AGATA,6.834286748466667,7.5,5.512100409000001,6.26,5.833333333333333,7.196,10.0,0,Masculino,15,2021,,7.5
RA-347,2024,4,TOPAZIO,8.384742583733333,8.751,9.673046251999999,6.885,7.666666666666667,7.766,10.0,1,Feminino,14,2021,,8.0
RA-397,2024,4,AGATA,6.807291921866668,7.918,7.885292942666666,5.63,5.666666666666667,7.398,5.0,-2,Feminino,16,2021,,7.625
RA-338,2024,4,TOPAZIO,8.052795331466667,9.168,7.441643324,7.51,6.833333333333333,8.8375,10.0,0,Masculino,14,2021,,7.625
RA-392,2024,4,QUARTZO,4.3639463364,9.585,5.414731682,5.635,1.0,3.545,5.0,-1,Masculino,16,2022,,3.5
RA-352,2024,4,QUARTZO,5.9794829346,8.334,4.453748006333333,6.26,3.1666666666666665,6.7925,10.0,1,Masculino,13,2021,,6.375
RA-1562,2024,4,QUARTZO,5.458833333333334,6.25,8.666666666666666,5.01,0.5,6.8725,5.0,-2,Feminino,16,2024,,6.25
RA-367,2024,4,AMETISTA,7.209434085200001,9.168,7.268170426,6.26,5.0,7.6275,10.0,1,Feminino,13,2021,,6.875
RA-1563,2024,4,AMETISTA,7.604211111133335,8.751,8.305555555666666,7.51,7.0,8.46,5.0,-1,Feminino,15,2024,,7.25
RA-1564,2024,4,QUARTZO,5.0761468806000005,8.334,4.942067736333334,6.885,2.1666666666666665,5.2875,5.0,-1,Masculino,15,2024,,5.75
RA-1565,2024,4,QUARTZO,5.816448179266667,0.0,8.102240896333333,7.51,5.5,6.0375,5.0,-1,Masculino,16,2024,,6.375
RA-1566,2024,4,AMETISTA,7.759243871133334,9.168,9.247219355666667,7.51,6.5,8.335,5.0,-2,Feminino,17,2024,,7.75
RA-1567,2024,4,AMETISTA,7.913942087533334,8.334,8.771043771,7.51,8.166666666666666,8.335,5.0,-2,Feminino,16,2024,,7.75
RA-356,2024,4,AGATA,6.627336016533334,8.334,6.656346749333334,5.635,5.333333333333333,6.5375,10.0,1,Masculino,14,2021,,5.25
RA-1568,2024,4,AMETISTA,7.8003261438000004,9.168,7.493464052333334,7.51,8.166666666666666,8.5025,5.0,-1,Feminino,15,2024,,8.0
RA-247,2024,4,AGATA,6.646485739800001,0.0,8.306595365666666,6.26,4.333333333333333,8.5875,10.0,0,Feminino,14,2021,,7.75
RA-204,2024,4,AMETISTA,7.838218894866668,9.168,6.827094474333333,6.26,7.5,8.5875,10.0,0,Feminino,15,2021,,7.125
RA-1569,2024,4,QUARTZO,5.7191555556,6.666,7.111111111333334,6.26,2.1666666666666665,6.9175,5.0,-2,Feminino,17,2024,,6.875
RA-1570,2024,4,AMETISTA,7.894084175066667,9.585,7.542087542,7.51,8.333333333333334,8.6725,5.0,-1,Feminino,16,2024,,7.75
RA-1571,2024,4,AMETISTA,7.2484555556,8.334,9.111111111333335,5.005,5.666666666666667,8.545,5.0,-1,Masculino,16,2024,,7.5
RA-1572,2024,4,TOPAZIO,8.080345634866667,9.168,9.841269841333334,7.51,7.5,8.393333333,5.0,-1,Feminino,15,2024,,7.65625
RA-1150,2024,4,AMETISTA,7.1023212964,8.334,6.481481481666667,7.51,6.833333333333333,7.946666667,5.0,-2,Masculino,17,2023,,7.65625
RA-1573,2024,4,AGATA,6.743847969266667,9.168,6.120448179333334,6.26,5.0,8.556666667,5.0,-1,Masculino,16,2024,,7.65625
RA-1574,2024,4,AMETISTA,7.777244180000001,8.751,8.399470899666667,7.51,7.333333333333333,8.616666667,5.0,-1,Feminino,16,2024,,7.8125
RA-1151,2024,4,TOPAZIO,8.749111111066668,7.5,9.722222222333334,5.635,9.0,9.393333333,10.0,1,Feminino,13,2023,,8.125
RA-1575,2024,4,AMETISTA,7.318459391466667,9.168,8.624338624,6.885,5.333333333333333,8.28,5.0,-1,Feminino,16,2024,,7.65625
RA-1081,2024,4,TOPAZIO,8.5452952381,6.667,9.523809523666666,5.005,8.833333333333334,8.95,10.0,0,Feminino,15,2023,,9.166666667
RA-342,2024,4,AGATA,6.757026587266667,8.751,7.728174603333334,6.26,4.5,7.723333333,5.0,-1,Feminino,16,2021,,7.65625
RA-1576,2024,4,AMETISTA,7.4636202380666665,8.334,9.523809523666666,5.635,6.666666666666667,8.44,5.0,-1,Feminino,16,2024,,6.40625
RA-187,2024,4,TOPAZIO,8.568424074066666,8.751,9.537037037,5.635,7.833333333333333,9.06,10.0,0,Feminino,14,2021,,8.4375
RA-359,2024,4,AMETISTA,7.492006349133335,9.168,7.162698412666667,6.26,5.5,8.333333333,10.0,1,Feminino,14,2021,,7.5
RA-1577,2024,4,AGATA,6.305585581933334,10.002,4.993386243333333,7.51,4.333333333333333,7.273333333,5.0,-1,Masculino,16,2024,,7.34375
RA-236,2024,4,AGATA,6.980833740133334,9.168,7.890668700666666,6.26,4.5,6.362,10.0,0,Feminino,14,2022,,6.875
RA-249,2024,4,AGATA,6.125104328999999,7.083,6.645021645,5.0,5.0,7.064,5.0,-2,Masculino,16,2021,,6.75
RA-239,2024,4,AGATA,6.782180868800001,8.751,6.361737677333333,5.635,6.666666666666667,8.502,2.5,-3,Feminino,17,2021,,7.875
RA-382,2024,4,QUARTZO,5.805712280733333,9.168,6.324561403666666,5.63,3.0,6.43,5.0,-1,Masculino,16,2021,,6.75
RA-383,2024,4,TOPAZIO,8.036024386733335,9.168,8.600288600333334,7.51,5.833333333333333,8.47,10.0,1,Masculino,13,2021,,7.875
RA-1155,2024,4,AMETISTA,7.119011111133333,8.334,8.888888889,5.005,4.666666666666667,8.87,5.0,-1,Feminino,15,2023,,8.0
RA-384,2024,4,TOPAZIO,8.072200721466668,7.5,8.607503607333333,7.51,7.5,7.936,10.0,0,Feminino,14,2021,,7.625
RA-1156,2024,4,AGATA,6.6777135642,7.5,7.821067821,7.51,2.0,7.5,10.0,1,Feminino,13,2023,,7.125
RA-1578,2024,4,AMETISTA,7.880605848,8.334,6.761695906666667,7.51,7.333333333333333,8.636,10.0,1,Feminino,13,2024,,7.5
RA-388,2024,4,QUARTZO,5.965307936466667,7.5,6.349206349,7.51,4.333333333333333,5.764,5.0,-1,Feminino,16,2021,,6.75
RA-260,2024,4,TOPAZIO,8.448920634933334,8.751,9.674603174666666,7.51,7.0,8.502,10.0,0,Feminino,15,2021,,7.875
RA-395,2024,4,AMETISTA,7.169905291000001,8.751,6.921693121666666,6.26,4.333333333333333,8.464,10.0,1,Feminino,13,2021,,7.25
RA-262,2024,4,QUARTZO,5.806145462066667,7.917,4.854560643666667,7.51,4.166666666666667,6.296,5.0,-2,Masculino,17,2021,,7.0
RA-1579,2024,4,AMETISTA,7.894385710733333,8.751,9.090261886999999,5.635,7.166666666666667,9.272,5.0,-2,Feminino,16,2022,,8.5
RA-1580,2024,4,AMETISTA,7.790523996266667,8.751,9.049953314666666,7.51,6.166666666666667,9.168,5.0,-1,Masculino,16,2024,,7.875
RA-377,2024,4,AMETISTA,7.480115873000001,9.168,7.698412698333333,7.51,5.166666666666667,7.634,10.0,0,Feminino,14,2021,,7.125
RA-250,2024,4,TOPAZIO,9.049892592566668,9.168,9.629629629666667,6.88,9.166666666666666,8.95,10.0,0,Feminino,14,2022,,8.958333333
RA-1581,2024,4,AGATA,6.9787022855,8.334,7.834844760666667,6.26,6.333333333333333,7.386666667,5.0,-1,Masculino,16,2024,,7.083333333
RA-1582,2024,4,AGATA,6.472788888966667,8.334,8.069444444333334,6.255,4.5,6.666666667,5.0,-1,Masculino,15,2024,,6.666666667
RA-1583,2024,4,AMETISTA,7.8197579711000005,7.917,7.753623188333333,6.26,8.166666666666666,9.006666667,5.0,-1,Feminino,15,2024,,9.166666667
RA-450,2024,4,AMETISTA,7.526188206666666,8.751,8.954191033333332,5.63,7.5,7.58,5.0,-1,Masculino,15,2021,,7.8125
RA-426,2024,4,AGATA,6.6430030186,7.917,7.9050567596666665,4.38,4.833333333333333,8.0,5.0,-1,Feminino,15,2022,,7.65625
RA-1584,2024,4,AMETISTA,7.429837830666667,8.334,9.153439153333332,7.51,5.5,8.1675,5.0,-1,Feminino,15,2024,,7.8125
RA-313,2024,4,AMETISTA,7.2528500000000005,8.751,9.666666666666666,5.63,4.833333333333333,8.1675,5.0,-1,Feminino,15,2022,,7.8125
RA-467,2024,4,AMETISTA,7.7298118421333335,7.917,9.140350877333333,5.01,6.833333333333333,7.54,10.0,0,Feminino,15,2022,,7.34375
RA-1585,2024,4,AGATA,6.730367016866668,10.002,6.775210084333334,7.51,4.0,7.7925,5.0,-1,Feminino,15,2024,,7.65625
RA-432,2024,4,AMETISTA,7.167975,7.501,10.0,6.26,5.5,7.2875,5.0,-1,Feminino,16,2021,,7.34375
RA-1586,2024,4,AGATA,6.555764327466668,10.002,6.128654970666666,5.01,5.666666666666667,7.54,5.0,-1,Feminino,15,2024,,6.875
RA-470,2024,4,AGATA,6.981130848,9.585,8.011695906666667,7.51,3.3333333333333335,6.4975,10.0,0,Feminino,15,2021,,7.03125
RA-417,2024,4,TOPAZIO,8.533628557533333,8.334,8.401559454333333,7.51,8.833333333333334,8.2925,10.0,0,Feminino,14,2022,,8.4375
RA-407,2024,4,AMETISTA,7.0875128168,8.334,7.614522417333333,6.26,3.6666666666666665,7.875,10.0,0,Masculino,15,2022,,7.96875
RA-1587,2024,4,AMETISTA,7.34055,9.168,10.0,7.51,3.75,8.2075,5.0,-2,Feminino,16,2024,,7.8125
RA-1588,2024,4,AMETISTA,7.303823728133333,7.917,8.640618640666666,7.51,4.0,7.415,10.0,0,Feminino,14,2024,,7.5
RA-424,2024,4,AMETISTA,7.341187280733334,8.334,9.616228070333333,7.51,3.3333333333333335,7.1625,10.0,0,Feminino,14,2022,,7.34375
RA-1193,2024,4,AGATA,6.6304815790000005,8.751,7.763157895,5.635,4.0,7.79,5.0,-1,Feminino,15,2023,,7.8125
RA-411,2024,4,AMETISTA,7.279762962966667,7.083,9.148148147999999,5.635,4.833333333333333,7.4125,10.0,0,Feminino,14,2021,,7.291666667
RA-412,2024,4,TOPAZIO,8.044378070166667,8.334,8.456140351,6.26,7.333333333333333,8.125,10.0,0,Feminino,14,2021,,8.020833333
RA-428,2024,4,AMETISTA,7.534949122800001,9.168,8.898245614,5.635,5.0,7.625,10.0,0,Masculino,14,2022,,7.5
RA-315,2024,4,AGATA,6.0768703704,0.0,5.918518518666667,7.51,6.833333333333333,7.6275,5.0,-1,Feminino,15,2022,,7.5
RA-442,2024,4,AGATA,6.905439215666667,8.334,5.9151960783333335,5.635,5.0,7.8775,10.0,1,Feminino,13,2022,,7.5
RA-301,2024,4,TOPAZIO,8.410830701766667,9.168,7.4947368423333325,7.51,9.0,8.21,10.0,0,Feminino,15,2021,,8.020833333
RA-1163,2024,4,TOPAZIO,8.6794789474,8.334,9.824561403666666,7.51,7.833333333333333,8.755,10.0,0,Masculino,15,2023,,8.125
RA-402,2024,4,QUARTZO,5.683064814833333,7.5,3.074074074,6.26,4.166666666666667,6.1175,10.0,0,Feminino,14,2021,,6.354166667
RA-1589,2024,4,QUARTZO,5.260851851866667,0.0,6.259259259333334,7.51,2.5,7.54,5.0,-1,Feminino,15,2024,,7.5
RA-1162,2024,4,AMETISTA,7.473167836266667,7.917,9.135672514666666,6.26,5.666666666666667,7.0375,10.0,0,Feminino,14,2023,,6.875
RA-471,2024,4,AGATA,6.635847117766667,0.0,7.027568922333333,7.51,5.5,8.0425,10.0,0,Feminino,14,2021,,7.708333333
RA-416,2024,4,TOPAZIO,8.700808577033333,8.751,8.972709551666666,7.51,8.0,9.13,10.0,1,Masculino,14,2021,,8.541666667
RA-303,2024,4,AGATA,6.2443426900666665,8.751,3.9520467836666664,7.51,5.666666666666667,7.535,5.0,-2,Masculino,16,2021,,6.875
RA-418,2024,4,TOPAZIO,9.125183333366667,8.751,10.0,7.51,9.333333333333334,9.0475,10.0,1,Feminino,12,2021,,8.229166667
RA-419,2024,4,TOPAZIO,8.355707894766669,7.083,9.382456140666667,6.26,8.166666666666666,8.5475,10.0,1,Feminino,14,2021,,8.020833333
RA-420,2024,4,AMETISTA,7.544228947400001,8.334,9.557894737,6.26,4.0,7.96,10.0,1,Feminino,13,2021,,7.8125
RA-1166,2024,4,AMETISTA,7.452799122766667,8.334,8.498245614,6.26,6.333333333333333,8.625,5.0,-1,Feminino,16,2023,,8.020833333
RA-425,2024,4,TOPAZIO,9.016616666700001,10.002,10.0,6.26,9.0,8.8375,10.0,0,Masculino,14,2022,,8.229166667
RA-1590,2024,4,TOPAZIO,8.1907875086,7.917,8.267770876333332,7.51,8.666666666666666,8.806,5.0,-1,Feminino,15,2024,,10.0
RA-1591,2024,4,AGATA,6.1707952862,7.083,6.430976431,7.51,3.5,7.064,5.0,-2,Feminino,16,2024,,8.125
RA-273,2024,4,AGATA,6.5991307798,9.168,7.323153899,6.26,4.5,6.896,5.0,-1,Feminino,16,2021,,8.125
RA-1592,2024,4,AGATA,6.812545479666667,7.917,6.854727398333334,7.51,5.5,7.432,5.0,-1,Feminino,15,2024,,8.125
RA-457,2024,4,TOPAZIO,8.5892756038,8.334,8.743961352333335,7.51,8.666666666666666,7.77,10.0,1,Feminino,14,2022,,9.6875
RA-305,2024,4,AGATA,6.693026811600001,8.334,7.898550724666666,6.26,4.833333333333333,7.03,5.0,-1,Masculino,16,2021,,7.8125
RA-421,2024,4,TOPAZIO,8.488232329,8.751,9.540744978333334,7.51,6.666666666666667,8.572,10.0,1,Masculino,13,2021,,9.0625
RA-1169,2024,4,AGATA,6.885305555533334,6.25,8.444444444333334,5.635,6.833333333333333,6.8,5.0,-1,Feminino,15,2023,,7.8125
RA-1593,2024,4,AGATA,6.638525017333334,6.249,4.868875086666667,6.26,6.5,8.538,5.0,-1,Masculino,15,2024,,9.0625
RA-1594,2024,4,QUARTZO,5.731267287800001,9.585,6.112836439,6.26,3.0,5.996,5.0,-2,Masculino,16,2024,,6.25
RA-283,2024,4,AMETISTA,7.9444309524,8.751,9.761904762,6.885,8.0,7.736,5.0,-2,Masculino,16,2021,,7.8125
RA-459,2024,4,AMETISTA,7.233804589400001,7.917,8.454106280333333,5.635,4.666666666666667,7.366,10.0,0,Masculino,14,2021,,7.8125
RA-454,2024,4,QUARTZO,5.8522943469666675,9.585,6.633138401666667,6.255,3.6666666666666665,5.833333333,5.0,-2,Masculino,17,2021,,5.416666667
RA-1595,2024,4,AGATA,6.6599304233000005,8.334,7.949735449666666,6.26,2.3333333333333335,7.021666667,10.0,0,Masculino,14,2024,,7.395833333
RA-1596,2024,4,AMETISTA,7.261016666766667,8.751,10.0,7.51,3.3333333333333335,8.226666667,5.0,-2,Feminino,17,2024,,8.229166667
RA-170,2024,4,AMETISTA,7.646383333300001,9.168,8.5,5.635,8.0,8.028333333,5.0,-1,Feminino,16,2021,,7.604166667
RA-1597,2024,4,AGATA,6.7187063492,7.5,8.412698412666666,7.51,2.8333333333333335,8.28,5.0,-1,Feminino,16,2024,,8.125
RA-1171,2024,4,AMETISTA,7.6236817459,8.334,7.230158729999999,7.51,7.5,8.643333333,5.0,-1,Masculino,15,2023,,8.645833333
RA-116,2024,5,AGATA,6.337470707133334,8.334,7.535353535666666,5.635,4.5,6.73,5.0,-2,Feminino,18,2021,,6.875
RA-217,2024,5,AMETISTA,7.4209164502,8.334,8.917748917666666,6.26,7.833333333333333,6.994,5.0,-1,Feminino,17,2021,,7.125
RA-103,2024,5,TOPAZIO,8.775268254,8.334,9.603174603333335,6.26,9.166666666666666,8.872,10.0,0,Feminino,15,2021,,7.875
RA-178,2024,5,AMETISTA,7.234168831200001,9.585,8.739177489333334,6.26,4.166666666666667,6.53,10.0,0,Feminino,16,2021,,7.625
RA-1172,2024,5,QUARTZO,5.719565079333334,7.5,6.0634920633333325,6.26,3.3333333333333335,6.196,5.0,-1,Feminino,17,2023,,7.25
RA-180,2024,5,TOPAZIO,8.801463636333335,9.168,9.431818181666666,7.51,8.5,8.674,10.0,2,Masculino,14,2021,,8.125
RA-181,2024,5,AMETISTA,7.439841414133334,7.5,8.737373737333334,6.26,4.333333333333333,8.436,10.0,0,Feminino,15,2021,,7.625
RA-121,2024,5,AMETISTA,7.476158297266668,8.751,8.152958153,6.26,8.833333333333334,6.764,5.0,-2,Feminino,17,2021,,7.25
RA-211,2024,5,TOPAZIO,8.283601875933334,9.585,9.379509379666667,7.51,7.0,7.866,10.0,0,Masculino,15,2021,,7.25
RA-1198,2024,5,AGATA,6.9217748918,8.751,9.458874459,7.51,3.5,7.332,5.0,-1,Feminino,17,2023,,7.375
RA-110,2024,5,TOPAZIO,8.6324939394,9.168,9.696969697,6.255,8.5,8.504,10.0,0,Masculino,16,2021,,7.5
RA-189,2024,5,TOPAZIO,8.586533333333334,10.002,10.0,6.255,8.166666666666666,8.2,10.0,0,Masculino,15,2021,,6.875
RA-127,2024,5,TOPAZIO,8.5605939394,8.751,9.488636363666666,7.51,7.833333333333333,8.538,10.0,0,Feminino,16,2022,,7.625
RA-115,2024,5,QUARTZO,5.404184695733334,7.917,4.164756812,6.26,4.166666666666667,5.726,5.0,-2,Feminino,17,2021,,6.75
RA-215,2024,5,AMETISTA,7.045258874400002,7.084,6.455627705333334,6.26,5.666666666666667,7.432,10.0,0,Feminino,15,2021,,8.0
RA-1598,2024,5,TOPAZIO,8.4656285714,9.585,8.857142857,7.51,7.5,8.236,10.0,0,Feminino,15,2024,,8.375
RA-1174,2024,5,AMETISTA,7.374213419866667,8.751,8.349567099333333,6.26,5.0,7.266,10.0,0,Feminino,16,2023,,7.5
RA-192,2024,5,AGATA,6.882960606066668,8.334,6.363636363666667,7.51,7.166666666666667,6.9,5.0,-2,Masculino,17,2021,,7.125
RA-220,2024,5,AMETISTA,7.6987770562666675,8.751,8.198051948,6.26,6.833333333333333,7.332,10.0,0,Feminino,15,2022,,7.25
RA-186,2024,5,TOPAZIO,8.325963636333334,7.917,9.640151515,6.26,7.166666666666667,8.672,10.0,1,Feminino,15,2021,,8.125
RA-1181,2024,5,AGATA,6.2015816738666665,9.168,5.036075036,6.26,3.8333333333333335,5.862,10.0,0,Feminino,15,2023,,7.125
RA-1599,2024,5,AMETISTA,7.6059333333333345,8.334,9.666666666666666,7.51,6.5,7.566,5.0,-2,Feminino,17,2024,,7.75
RA-111,2024,5,TOPAZIO,8.667693939400001,9.168,9.488636363666666,6.26,8.333333333333334,8.74,10.0,0,Feminino,15,2021,,8.125
RA-1600,2024,5,AGATA,6.750618518533334,8.751,8.425925926,6.26,5.666666666666667,6.03,5.0,-2,Feminino,17,2024,,7.25
RA-1601,2024,5,AMETISTA,7.2431,8.751,7.0,7.51,6.5,8.335,5.0,-1,Feminino,17,2024,,7.5
RA-176,2024,5,TOPAZIO,8.828632575733334,9.585,9.545454545333333,6.26,8.833333333333334,8.545,10.0,1,Feminino,15,2021,,8.59375
RA-1602,2024,5,TOPAZIO,8.041889814800001,7.917,8.782407407333332,7.51,7.166666666666667,7.875,10.0,0,Feminino,15,2024,,7.34375
RA-1603,2024,5,AMETISTA,7.836518518466668,7.5,9.259259258999998,7.51,8.333333333333334,7.835,5.0,-1,Feminino,16,2024,,7.5
